epoch,train_loss,val_loss,train_acc,val_acc
0,0.36509809440166474,0.3169042322866238,0.8448274287757777,0.8767639907607196
1,0.31438349485547,0.3247145795582855,0.8730094959868229,0.8694951342840265
2,0.30153289270213784,0.3126117738548422,0.8815467494565088,0.8804440393935155
3,0.2949935770481335,0.3540918430327064,0.8820854638552822,0.8562652072767272
4,0.29228202541752657,0.3119531234685522,0.8848155588020453,0.8785888082789679
