epoch,train_loss,val_loss,train_acc,val_acc
0,0.3700849112038895,0.3234372454276983,0.842427796826387,0.8798611120901246
1,0.3115100087291834,0.322416371193485,0.8768331741572646,0.8753925129987191
2,0.3012054671415715,0.31232715462860855,0.8814494718679814,0.8794685999552408
3,0.29617738749878175,0.31000637392634933,0.8819744901294861,0.8790157014045162
4,0.2929928194434866,0.3145932185909022,0.8836303169140423,0.8749396144479945
