epoch,train_loss,val_loss,train_acc,val_acc
0,0.6154893240717922,0.5757836254610531,0.6521113109118404,0.6759359905685204
1,0.536760019572483,0.5091264640939408,0.7291397426666527,0.7461956532105155
2,0.48150399253262144,0.4642331159633139,0.7763158819203485,0.7989130434782609
3,0.44078129664923343,0.43175810532293457,0.8087528797289679,0.8147644927536232
4,0.41241531754341154,0.4084862043028292,0.8255306372161848,0.8346920289855072
